lats,lons
28.639017471059162,77.24487446800944
28.67116708027746,77.31379969437495
28.618714494336555,77.09692811819507
28.568840646699062,77.1793257518156
28.68588880823036,77.07058525812046
28.70824601031455,77.22243368980511
28.638708224561622,77.02149078687034
28.668004660139502,77.1542077344327
28.6003959948537,77.310240267748
28.573977683521072,77.24885090355322
