ncircles,popsize,cprob,mprob,mrange,sp,fitness,covered,overlaped
12,60,0.800,0.030,0.030,0.35,84.0501,84.0501,0.0000
12,60,0.800,0.030,0.040,0.35,81.6549,81.6549,0.0000
12,60,0.800,0.030,0.050,0.35,75.8302,75.8302,0.0000
12,60,0.800,0.030,0.060,0.35,89.4937,89.4937,0.0000
12,60,0.800,0.030,0.070,0.35,80.7295,80.7295,0.0000
12,60,0.800,0.040,0.030,0.35,81.9815,81.9815,0.0000
12,60,0.800,0.040,0.040,0.35,81.7093,81.7093,0.0000
12,60,0.800,0.040,0.050,0.35,78.8242,78.8242,0.0000
12,60,0.800,0.040,0.060,0.35,82.2537,82.2537,0.0000
12,60,0.800,0.040,0.070,0.35,83.3424,83.3424,0.0000
12,60,0.800,0.050,0.030,0.35,87.9695,87.9695,0.0000
12,60,0.800,0.050,0.040,0.35,84.5944,84.5944,0.0000
12,60,0.800,0.050,0.050,0.35,79.7625,84.1045,0.0544
12,60,0.800,0.050,0.060,0.35,80.7295,80.7295,0.0000
12,60,0.800,0.050,0.070,0.35,81.9815,81.9815,0.0000
12,60,0.800,0.060,0.030,0.35,86.1187,86.1187,0.0000
12,60,0.800,0.060,0.040,0.35,83.8868,83.8868,0.0000
12,60,0.800,0.060,0.050,0.35,87.6973,87.6973,0.0000
12,60,0.800,0.060,0.060,0.35,83.8868,83.8868,0.0000
12,60,0.800,0.060,0.070,0.35,78.4431,78.4431,0.0000
12,60,0.800,0.070,0.030,0.35,85.3566,85.3566,0.0000
12,60,0.800,0.070,0.040,0.35,86.1187,86.1187,0.0000
12,60,0.800,0.070,0.050,0.35,81.6004,81.6004,0.0000
12,60,0.800,0.070,0.060,0.35,81.6549,81.6549,0.0000
12,60,0.800,0.070,0.070,0.35,84.5944,84.5944,0.0000
12,60,0.800,0.080,0.030,0.35,80.4573,80.4573,0.0000
12,60,0.800,0.080,0.040,0.35,85.4654,85.4654,0.0000
12,60,0.800,0.080,0.050,0.35,79.9673,79.9673,0.0000
12,60,0.800,0.080,0.060,0.35,77.3544,77.3544,0.0000
12,60,0.800,0.080,0.070,0.35,83.8323,83.8323,0.0000
-------------------------------------------
