lat,lon
12.9335261,77.6152234
12.9062634,77.6298345
12.9258752,77.6170606
12.933536,77.6155026
12.9352797,77.6157628
12.9338001,77.619424
12.9416947,77.621508
12.9227705,77.6142078
12.9198254,77.6127816
12.9366298,77.6132797
12.9364753,77.621053
12.9367367,77.6206239
12.914781,77.638303
12.9388779,77.61893
12.9170218,77.6292559
12.9678444,77.6545081
13.0934342,77.5824857
13.098633,77.5773144
13.0591093,77.5931284
12.9342688,77.612715
13.027249,77.5798112
12.9332663,77.6153051
12.9253564,77.5496136
12.9251321,77.5507224
12.934117,77.612782
12.9314867,77.5761365
13.0039772,77.5509235
12.9315297,77.6327864
12.9603151,77.6458853
13.0271417,77.5438625
13.0581797,77.5947625
13.0639227,77.5889582
13.0201794,77.6745195
12.9142096,77.637363
12.9382447,77.6288365
12.9377248,77.6289221
12.938682,77.6299136
12.9375545,77.6281177
12.9378413,77.6288849
12.9376735,77.6264373
12.9519422,77.6397478
12.9526958,77.640104
12.9525546,77.6400289
12.9285538,77.5818694
12.9287808,77.5856675
12.9244542,77.5643439
12.9403137,77.5645095
12.9393831,77.5641393
12.9449194,77.5680581
12.9480672,77.5682863
12.9485377,77.5687691
12.9251478,77.5507385
12.972675,77.6070057
12.9753513,77.6039839
12.9746853,77.605772
12.9729633,77.6086054
12.974763,77.6051072
12.9317341,77.6228586
13.00091,77.5412684
12.9285616,77.5820034
12.9276361,77.5779238
12.9278474,77.5782069
12.9285276,77.5826445
12.9287733,77.58578
12.9277143,77.5861502
12.922039,77.620302
12.921876,77.620493
12.9955709,77.6136474
12.9972279,77.6143877
12.9973063,77.6138674
12.9963445,77.6157181
12.9999459,77.6158737
12.978234,77.6426096
12.9716231,77.6409232
12.9329962,77.5850947
12.9243848,77.5858198
12.9822735,77.6078285
12.9825453,77.6104302
12.9365507,77.6204895
12.9166125,77.6202564
12.9339607,77.6104356
12.9164249,77.6164112
12.9256315,77.6152769
12.9229035,77.6134614
12.9231702,77.6126406
12.9459429,77.5956857
12.9459575,77.5951685
12.9494002,77.5926204
12.9231276,77.5860269
13.0256971,77.5931352
13.0249236,77.5927811
12.921875,77.620121
13.0233034,77.5928133
12.997825,77.5499844
12.9982581,77.5508655
12.9872807,77.5494174
12.9260154,77.5641098
12.9734181,77.5419268
12.9716571,77.537278
13.0012499,77.6292192
12.9923298,77.7131282
12.9216098,77.6453053
12.9708868,77.6074274
12.971167,77.605779
12.9139161,77.6102112
12.972953,77.5998808
12.9745441,77.5980183
12.9643003,77.5866127
12.9447245,77.7100551
13.030076,77.5593983
12.9591717,77.6550416
12.9595298,77.6561326
12.952399,77.6400371
12.9871697,77.7360104
12.9251489,77.5861051
12.9868232,77.5800176
12.9168408,77.5851479
12.9331034,77.585029
12.9311975,77.6228542
12.9554704,77.5801737
12.9877001,77.5782687
12.978049,77.5797797
12.9891068,77.5938601
12.9655759,77.5898726
12.9649785,77.6385321
12.957444,77.7091287
12.9721913,77.6009555
12.9722076,77.600877
12.9558315,77.729344
12.9572347,77.7331316
12.934392,77.5895053
12.9732119,77.6217398
12.9830301,77.5943718
13.026256,77.6062003
13.0187152,77.6555768
12.97285,77.6168003
13.0138084,77.6618674
12.9118641,77.5867606
12.9206732,77.6123589
12.9197873,77.6122951
12.9658764,77.5860284
12.9294812,77.5637259
12.9170457,77.5931523
13.0095498,77.6434526
13.0144106,77.6427176
13.0119854,77.6475134
12.9365165,77.6274121
12.9535994,77.6980241
12.9683052,77.6504678
13.0118335,77.668096
13.0127088,77.6650142
12.9166803,77.5898443
12.9715903,77.6084985
12.9718928,77.6065672
12.9683294,77.5380482
12.9583342,77.5259368
12.9603129,77.513258
12.9809408,77.5354587
12.9348525,77.6157906
12.9340146,77.6163371
12.9417545,77.6215457
12.9577755,77.5694742
12.9170404,77.5934403
12.9552387,77.5790523
13.0291469,77.519671
13.0287027,77.5199016
13.0203561,77.5084325
12.9976921,77.5475818
12.9886227,77.5378109
12.9793911,77.5772631
12.9713119,77.5997267
12.9759781,77.6147774
12.9937763,77.6607309
12.9831416,77.5593081
12.9989198,77.552547
12.9831807,77.5597454
12.9991733,77.571022
12.9334671,77.5833269
12.9219463,77.5934768
12.9230467,77.593202
12.9760661,77.5315149
12.972957,77.5397309
12.9729139,77.5395347
12.9808177,77.535785
12.9717891,77.5962374
12.97181,77.5961248
12.9719198,77.5961248
12.971465,77.6008347
12.958286,77.605196
12.9651862,77.6032726
12.9624485,77.5991698
12.9638704,77.5966485
12.9670967,77.5988615
12.9677179,77.6030161
12.9865706,77.6194475
12.9758154,77.616548
12.9550393,77.7297525
12.9758363,77.6165158
13.0295011,77.570964
12.9065087,77.5929267
13.0367811,77.5660503
13.0282521,77.5729006
12.8945443,77.6203167
12.8929275,77.5816768
12.9752074,77.6028114
12.974503,77.6054637
12.9707614,77.607406
12.9747969,77.6052386
12.9802977,77.6047707
12.8865339,77.5819949
12.9725555,77.6266554
13.0282258,77.5730112
12.8920259,77.5791107
12.8908929,77.5819348
12.8872845,77.5821065
12.9255152,77.6370763
12.8960869,77.5860483
12.9737798,77.6028823
12.9754042,77.6027775
12.9752422,77.6470259
12.9590436,77.5248426
12.9829855,77.5486383
12.8827217,77.5466274
12.92545,77.5768905
12.9869399,77.7359602
13.0005858,77.6148025
13.0594414,77.5928689
12.8943291,77.5818071
12.9867912,77.5794891
12.9491655,77.5798273
12.9557291,77.7251867
13.0304259,77.569741
13.0305385,77.5698806
12.9253052,77.6698803
12.9336327,77.5343127
12.9788091,77.5750078
13.0116833,77.5553912
13.0112946,77.555394
13.0106616,77.5553953
12.9364824,77.62744
12.8883745,77.5820587
12.891182,77.5816478
13.0304891,77.6081971
12.933447,77.6219099
12.9274299,77.5782051
12.9655328,77.6055915
12.9832977,77.7215053
12.8920876,77.5817631
12.978669,77.6440415
12.9792825,77.640634
13.0145004,77.635717
12.9608966,77.5075094
12.8893056,77.5817421
12.991114,77.5407958
12.9985485,77.5840303
12.9955047,77.6081944
12.8846171,77.5961943
12.9461645,77.5734435
12.9758817,77.5786471
12.9787433,77.6955214
12.9843055,77.5537764
12.9972788,77.5466831
12.9977544,77.5472561
13.0293289,77.5617382
12.9973524,77.5476248
13.0057592,77.5804279
13.028009,77.5728764
13.0281424,77.5733461
13.0273348,77.5765728
13.032401,77.5669086
12.9618402,77.7018535
12.9626081,77.7014948
12.9621049,77.7014185
12.9593414,77.7017722
12.9605015,77.7016821
12.9651619,77.7017201
12.9567268,77.7017644
12.965205,77.7017287
12.9616598,77.70186
12.8766254,77.5958823
12.8762432,77.5957831
12.8759927,77.5960602
12.8762457,77.5955916
12.9274214,77.5771125
12.9751724,77.6044847
13.0724465,77.556674
13.0753507,77.5580493
13.0757648,77.5582233
13.0720739,77.5561694
12.9055105,77.595119
12.9056098,77.595119
12.9064308,77.5968652
12.9061458,77.5968786
12.9117616,77.5990109
12.9004538,77.5859289
12.8982417,77.6178957
12.9031858,77.6245476
12.9112592,77.6259903
13.0229372,77.5848295
12.9941909,77.6606796
12.9928446,77.6612169
12.9931243,77.6618587
12.9607284,77.5284077
12.9728225,77.537934
12.9728818,77.5400131
12.9727493,77.5389814
13.0118346,77.5553934
13.0114881,77.5553553
12.9822576,77.6083858
12.8918378,77.5795358
12.9557871,77.7117491
12.9546737,77.7152773
12.9787017,77.5742352
12.9737304,77.543367
12.9606895,77.5287669
12.9984652,77.5509118
12.9305918,77.6229717
12.9690389,77.6481056
12.8985744,77.6217071
12.9557265,77.725117
13.0208639,77.7655083
12.9655171,77.5949458
12.968843,77.5970426
12.9790476,77.5935254
12.9647792,77.7177517
12.9584304,77.7187745
12.9589351,77.7220794
12.956305,77.7199388
13.053347,77.5980418
12.9870223,77.7359581
12.987086,77.7369762
12.8899711,77.6398117
12.8864315,77.5822396
12.8922631,77.5814764
13.0217627,77.6577043
12.927382,77.5764857
13.0020277,77.5707457
12.9237751,77.5969146
12.9302771,77.5831394
13.0365333,77.5896202
12.9274105,77.5861512
12.9218455,77.5854901
12.9667754,77.7512305
13.0267368,77.5871118
13.0279465,77.5734212
12.9210453,77.5835608
12.9199404,77.5835609
12.9569985,77.7032975
12.9250286,77.6143616
12.9584423,77.6607093
12.9308439,77.6226408
13.0273425,77.5716941
12.9344918,77.6160061
12.9699347,77.5919863
13.0933876,77.6007265
12.8911903,77.5981332
12.9818715,77.6094935
12.9662803,77.5944252
12.9835135,77.7520657
13.0271757,77.5718124
13.0282886,77.5714981
12.9714443,77.6350673
12.9117776,77.6006489
12.9171114,77.6337407
12.9185419,77.6320535
12.9151537,77.6355492
12.914592,77.6367272
12.9165146,77.6355216
13.0169921,77.5914678
13.0174262,77.5916716
13.0168458,77.591398
12.9165353,77.5970494
12.9162385,77.5970407
12.9166518,77.5967457
12.9158974,77.5967626
12.9136768,77.5859029
12.9123213,77.5855908
12.9757643,77.602601
12.891268,77.5816626
12.8922835,77.5982384
12.8896174,77.5819966
12.9088477,77.5486338
12.9111406,77.567002
12.9048653,77.5657348
12.983624,77.769089
12.9266584,77.5199911
12.9192683,77.5204457
12.9363204,77.6222034
12.956002,77.6416096
12.9061288,77.593146
12.8885816,77.5970487
12.8897004,77.5974903
12.890105,77.5976831
12.8912856,77.5986285
12.8897164,77.5975027
12.8889168,77.5976309
12.8895058,77.5974312
12.8911562,77.5985739
12.890143,77.5976943
12.8922596,77.5983606
12.892252,77.5983398
12.9232047,77.6711807
12.9166646,77.6203553
12.9061117,77.5925656
12.9234752,77.5852645
12.9241055,77.5671349
12.8896399,77.5633218
12.8811869,77.5460618
12.9045616,77.5057926
12.9812649,77.6461579
12.9750047,77.6200027
12.9742231,77.6070743
12.9245494,77.6743341
12.9977551,77.6205782
12.9159911,77.6513702
12.9160016,77.6519298
12.9168988,77.6515537
12.914298,77.6516858
12.912101,77.6485607
12.9124615,77.6517484
12.9137923,77.6374114
12.9122107,77.6377107
12.9122576,77.6375965
12.98415,77.5781517
12.9133096,77.6383688
12.9567728,77.7153756
12.9908478,77.6800019
13.0413885,77.6223832
12.9045002,77.5888265
12.9347896,77.6161231
12.9001563,77.585937
12.9043815,77.5858999
12.9058961,77.5802982
12.9160519,77.5951937
12.9044659,77.5802459
12.9163551,77.6107667
12.9163574,77.6108155
12.9566492,77.7020855
12.9426676,77.6945817
12.9398646,77.6959322
12.9388929,77.6954089
12.9657628,77.598157
12.9241101,77.671697
12.9245431,77.6728693
12.9148289,77.6761592
12.9794542,77.7286003
12.9671935,77.6412605
12.9765959,77.5706263
12.9729868,77.5700133
12.9730022,77.6173053
12.9263463,77.5647627
12.9563085,77.6560269
12.9558936,77.6535219
12.9607933,77.64587
12.9110059,77.6444953
13.0285702,77.5714972
12.9571881,77.6550651
12.9565128,77.6537159
12.9664277,77.7494098
13.0268022,77.5794516
13.04098,77.6243953
12.9615986,77.6016472
13.0067427,77.5791244
12.953121,77.652908
12.9530588,77.652888
13.000752,77.6131248
12.96257,77.6432823
12.9627703,77.6424953
12.9582479,77.6146254
12.9805426,77.6405571
12.9781375,77.638642
12.9810472,77.6371441
12.9811616,77.6371262
12.9797703,77.6393433
12.9788158,77.6365941
12.9782871,77.6426631
12.9782063,77.6431582
12.9783994,77.6443108
12.978961,77.636588
12.9821282,77.6395715
12.9804418,77.6391466
12.9822114,77.6391056
12.9809968,77.6410084
12.9774668,77.6363765
12.9755127,77.6360648
12.97475,77.635825
12.9801713,77.6405925
12.9891614,77.5722338
12.9821972,77.6388396
12.9105018,77.5816131
12.9727468,77.6090075
12.9822012,77.6382936
12.962822,77.5764714
12.9899339,77.5526805
12.9106137,77.5805904
12.9110226,77.578561
12.9108461,77.5782827
12.9110743,77.5780397
13.0019334,77.5784395
13.0069934,77.5693219
13.0244173,77.5489753
13.0070927,77.5693166
12.9115865,77.6002227
12.9112404,77.6001886
12.9113058,77.6001591
12.9113345,77.6001135
12.9115035,77.6322824
12.9161526,77.6001688
12.9165473,77.6001273
12.9742168,77.6463234
12.910311,77.609896
12.9548463,77.6521789
13.0405405,77.5183659
12.9944143,77.6631498
12.9938792,77.6622186
12.9944662,77.6632297
12.9950242,77.662944
12.994594,77.6634203
12.95904,77.6382864
12.9603147,77.6371987
12.9592176,77.6385092
12.9591069,77.6383016
12.9709105,77.5975237
12.9715104,77.5983259
12.9698429,77.5973538
12.9422229,77.6225045
12.9819249,77.6395066
12.92478,77.6746246
12.9243319,77.673712
12.9200283,77.5028304
12.9320659,77.6182289
13.0216054,77.5587327
13.0218114,77.5586653
13.027416,77.5610663
12.9548274,77.6415855
12.9582235,77.6415281
12.95771,77.6416441
12.9342315,77.6108176
12.9254221,77.6194529
12.9359584,77.6162475
12.9344396,77.6160195
12.9187187,77.6491667
12.9496216,77.6997317
12.9255448,77.6762576
13.0374407,77.5225394
12.9497864,77.6990755
12.9505103,77.6993164
12.9504756,77.6999041
12.9504495,77.6999604
12.9504952,77.699942
12.9512065,77.6994054
12.9517332,77.6994362
12.9527009,77.7003351
12.9526264,77.7003109
12.9519481,77.7001835
12.9519037,77.7001715
12.9517821,77.7001004
12.9515881,77.7000708
12.9659321,77.7180675
12.9862102,77.5741379
12.9822182,77.6385728
13.0289716,77.5633966
13.0124427,77.7608184
13.0085945,77.7586622
13.0993909,77.589218
13.0994241,77.5891823
12.9701247,77.5866611
12.981906,77.5956848
12.9698283,77.735625
12.9313955,77.5179594
13.099283,77.5773005
12.9645529,77.717708
12.9647848,77.7174502
12.939862,77.6251781
12.9311314,77.6007942
12.9202457,77.6002095
12.9306608,77.6005582
12.9144013,77.6101938
13.0374079,77.5654203
12.9755345,77.6413688
12.9749878,77.6412398
12.9750628,77.6412415
12.9645855,77.6417999
12.9690331,77.6410328
12.9695996,77.641102
12.9663337,77.6416686
12.963873,77.6418506
12.963753,77.6419024
12.9742661,77.6409041
12.9742959,77.6409041
12.9736716,77.6409138
12.9741351,77.6409014
12.9715304,77.6410028
12.9706146,77.6415013
12.9694583,77.6415886
12.9641752,77.6413104
12.9666575,77.6412198
12.9656588,77.6412508
13.0017604,77.5783235
12.9696235,77.654847
12.9185551,77.6704667
12.9751858,77.6035875
12.9752707,77.6032941
12.9752465,77.6034062
12.9755556,77.603146
12.9755458,77.6031908
12.9756151,77.6029253
12.9757645,77.6021528
12.9724724,77.608763
12.9728535,77.6091579
12.97323,77.609195
12.9749935,77.6199471
12.9597633,77.6470458
12.9600581,77.6451404
12.9600493,77.6449336
12.9601577,77.6443247
12.9592065,77.6530201
12.9592536,77.6547861
12.9592402,77.6547402
12.9300348,77.6834526
12.9301328,77.6833467
12.954539,77.6526273
12.9588223,77.6594678
12.997771,77.571072
12.9594395,77.6436156
12.9733842,77.6163899
12.9365363,77.5167879
12.9735894,77.5783998
12.9557359,77.6918384
12.9588769,77.6597017
12.9571303,77.701865
12.9571332,77.7018887
12.9595599,77.6559904
12.9572917,77.7009166
12.9573679,77.7009184
12.9343194,77.6895154
12.9740669,77.6092489
12.9735393,77.609322
12.9736021,77.609322
12.9734329,77.6093499
12.9732979,77.6093585
12.8917806,77.5792737
12.9672647,77.6090629
12.9736722,77.6131796
12.9726449,77.6382683
12.9783646,77.6362045
12.9781459,77.6364882
12.9723182,77.6370479
12.9792707,77.6426443
12.9792825,77.6425169
12.9656704,77.6492943
13.0668643,77.5029364
12.9663676,77.6372366
12.962015,77.6375462
12.9688091,77.6489013
12.9748952,77.6153654
12.9690672,77.6478843
12.9591346,77.6565349
13.071623,77.5117792
12.9759239,77.5749981
12.9766765,77.5777178
13.0076007,77.5710725
12.9677903,77.6077982
13.0195687,77.6371797
12.9826791,77.61051
12.9307568,77.6331531
12.9846789,77.7489348
12.9861681,77.7449117
12.9779131,77.6328957
12.9942736,77.5715823
13.0087724,77.5635729
12.9578247,77.6551191
12.9622425,77.6448007
13.0076756,77.5640516
12.9852789,77.5434809
12.9706833,77.5975564
12.970711,77.5975435
12.9525488,77.7058831
12.9763509,77.6035153
12.9787278,77.6435358
12.9700003,77.6410842
12.9930498,77.663735
12.9240707,77.640498
12.9902817,77.5378602
12.9625119,77.5486586
12.9793184,77.6435354
12.9785974,77.6411945
12.9790201,77.6419756
12.9112304,77.6760618
12.9310409,77.6081159
12.987086,77.6189974
12.9757601,77.7267539
12.9274912,77.6373711
12.9758896,77.7268857
12.9787711,77.6365491
12.9765802,77.6024034
12.9576049,77.5247105
12.9700721,77.7501189
13.0033921,77.5783685
12.9476142,77.5797544
12.9411724,77.6172571
12.9703444,77.6358372
12.9204794,77.5956182
13.0608187,77.5873
13.0591909,77.5875414
13.0589975,77.5875951
12.9288993,77.5818811
12.9589543,77.6521562
12.9162563,77.520671
12.9061516,77.5209983
12.9702778,77.6391727
12.9744534,77.6388972
12.9702418,77.6390503
12.9380237,77.6990326
12.9875355,77.6190745
12.9875826,77.6188927
12.9648132,77.6069563
12.967557,77.6061228
12.9694336,77.7657145
12.916485,77.5982924
12.9230018,77.5972171
12.9644833,77.6386595
13.0055565,77.569093
12.9555803,77.7130382
12.9783586,77.6363142
12.8826056,77.5834699
13.0057966,77.7568317
12.9202717,77.6451895
12.9685412,77.606131
12.9718911,77.6066836
12.9729346,77.6357245
12.9733837,77.6360035
12.9728794,77.6357245
12.9731905,77.6359606
12.9482667,77.6987404
12.9806364,77.602787
12.8866506,77.5822279
12.9414433,77.6967315
12.9413826,77.6967037
12.9413212,77.6966738
12.970892,77.6471187
12.9714495,77.6474409
12.9717642,77.6470785
12.9717579,77.6470798
12.9720285,77.6470024
12.9678797,77.6066222
12.9540891,77.5918797
12.9698176,77.6380759
12.9699867,77.6402596
12.9699237,77.6396323
12.9701153,77.6429827
12.9705241,77.647114
12.9704825,77.6427909
12.9706145,77.6464605
12.9364231,77.6151528
12.9085614,77.5859107
13.0639645,77.589957
12.9030809,77.5855786
12.9017285,77.5857629
12.9062116,77.5906176
12.9701753,77.638267
12.9701712,77.6383901
12.9702025,77.6389092
12.9702343,77.6391972
12.9703059,77.6394339
12.9488177,77.6861236
12.9451041,77.6804651
12.948945,77.6873384
12.954324,77.5850242
12.9453667,77.5709983
12.9944952,77.6159529
12.982186,77.692414
12.9754958,77.6966655
12.9221578,77.576215
12.9118329,77.5859133
12.9708927,77.6005219
12.9684698,77.6404858
12.9992777,77.5495785
12.996332,77.6170443
13.0276765,77.6043712
12.9944824,77.6153605
12.9371939,77.6198328
12.9365073,77.6197375
13.0927647,77.5879077
13.022359,77.5927417
13.020749,77.6768991
12.9939183,77.5854854
12.975173,77.6051035
12.9077046,77.6080359
12.9153987,77.6010351
12.9371526,77.5728792
12.9435256,77.5655166
12.9462613,77.5703662
12.9446256,77.569918
12.9326403,77.5656287
13.0245213,77.6350534
12.9316301,77.5778668
12.9739174,77.5702629
13.0255483,77.6370978
13.0233982,77.6396917
13.0278559,77.6397264
13.0214839,77.6408994
13.0250222,77.6372087
13.0260656,77.6370378
12.9513838,77.6994322
12.9797049,77.6939053
12.9582651,77.7088259
12.9785603,77.6946478
12.9573463,77.7075932
13.0002869,77.5718472
12.9971223,77.5731217
13.0007561,77.5723691
12.999365,77.5721998
13.0026752,77.5720532
12.9972964,77.5718337
13.00764,77.5640167
13.0067326,77.5642658
13.0018939,77.5784746
13.008246,77.563189
12.9425467,77.697942
13.00789,77.5570433
12.9567665,77.7025804
12.9654302,77.7018173
12.9478299,77.6993579
12.9498261,77.6991461
12.9862573,77.5403259
12.9555378,77.7004205
12.9494797,77.6997579
12.9682261,77.5375793
12.9604112,77.529879
12.9839433,77.7509498
12.9861111,77.7324232
12.9759626,77.7268674
12.9122125,77.6378071
13.0046726,77.5785939
13.0056571,77.5690976
12.9224778,77.6653128
12.9126281,77.6346868
12.912147,77.6502115
12.9132205,77.6521359
12.9174988,77.6519079
12.9118357,77.6385521
12.9188109,77.5687298
12.9271751,77.561435
13.0073839,77.7579441
12.9828174,77.7634471
12.9256357,77.5646389
12.9902206,77.7326044
12.9269753,77.5643645
13.0032505,77.6857842
12.9235989,77.5550354
12.960753,77.575626
12.9247336,77.565329
12.9418834,77.5707551
12.9402569,77.5533988
12.9406714,77.5703714
12.9243553,77.5648981
12.9394749,77.5776672
12.9222433,77.5618332
12.9473154,77.5690141
12.9446421,77.5719424
12.9483643,77.5684949
12.9379147,77.5748672
12.947549,77.5739319
12.9387861,77.5799087
12.9470578,77.5714933
12.9448665,77.5715764
12.937747,77.5758056
12.947133,77.5694107
12.9471057,77.5716965
12.9787674,77.7289906
12.911789,77.6432674
12.9788379,77.728988
12.9126507,77.6336503
12.9431647,77.5415743
12.9240662,77.5642334
12.9787229,77.7289477
